HUMAN	MOUSE
ARHGEF37	Arhgef37
ARHGEF3	Arhgef3
ARHGEF40	Arhgef40
ARHGEF4	Arhgef4
ARHGEF5	Arhgef5
ARHGEF6	Arhgef6
ARHGEF7	Arhgef7
ARHGEF9	Arhgef9
ARID1A	Arid1a
ARID1B	Arid1b
ARID2	Arid2
ARID3A	Arid3a
ARID3B	Arid3b
ARID3C	Arid3c
ARID4A	Arid4a
ARID4B	Arid4b
ARID5A	Arid5a
ARID5B	Arid5b
ARIH1	Arih1
ARIH2	Arih2
ARL10	Arl10
ARL11	Arl11
ARL13A	Arl13a
ARL13B	Arl13b
ARL14	Arl14
ARL14EP	2700007P21Rik
ARL14EPL	Gm949
ARL15	Arl15
ARL16	Arl16
ARL1	Arl1
ARL2	Arl2
ARL2BP	Arl2bp
ARL3	Arl3
ARL4A	Arl4a
ARL4C	Arl4c
ARL4D	Arl4d
ARL5A	Arl5a
ARL5B	Arl5b
ARL5C	Arl5c
ARL6	Arl6
ARL6IP1	Arl6ip1
ARL6IP2	Arl6ip2
ARL6IP4	Arl6ip4
ARL6IP5	Arl6ip5
ARL6IP6	Arl6ip6
ARL8A	Arl8a
ARL8B	Arl8b
ARL9	Arl9
ARMC10	Armc10
ARMC12	4930511I11Rik
ARMC1	Armc1
ARMC2	Armc2
ARMC3	Armc3
ARMC4	Armc4
ARMC5	Armc5
ARMC6	Armc6
ARMC7	Armc7
ARMC8	Armc8
ARMC9	Armc9
ARMCX1	Armcx1
ARMCX2	Armcx2
ARMCX3	Armcx3
ARMCX5	Armcx5
ARMCX6	Armcx6
ARMET	Armet
ARMETL1	Armetl1
ARNT2	Arnt2
ARNT	Arnt
ARNTL2	Arntl2
ARNTL	Arntl
ARPC1A	Arpc1a
ARPC1B	Arpc1b
ARPC2	Arpc2
ARPC3	Arpc3
ARPC4	Arpc4
ARPC5	Arpc5
ARPC5L	Arpc5l
ARPP19	Arpp19
ARPP21	Arpp21
ARR3	Arr3
ARRB1	Arrb1
ARRB2	Arrb2
ARRDC1	Arrdc1
ARRDC2	Arrdc2
ARRDC3	Arrdc3
ARRDC4	Arrdc4
ARRDC5	Arrdc5
ARSA	Arsa
ARSB	Arsb
ARSE	Sts
ARSG	Arsg
ARSI	Arsi
ARSJ	Arsj
ARSK	Arsk
ART1	Art1
ART2P	Art2a-ps
ART3	Art3
ART4	Art4
ART5	Art5
ARTN	Artn
ARV1	Arv1
ARVCF	Arvcf
ARX	Arx
AS3MT	As3mt
ASAH1	Asah1
ASAH2	Asah2
ASAH3	Asah3
ASAH3L	Asah3l
ASAHL	Asahl
ASAP1	Asap1
ASAP2	Asap2
ASAP3	Asap3
ASB10	Asb10
ASB11	Asb11
ASB12	Asb12
ASB13	Asb13
ASB14	Asb14
ASB15	Asb15
ASB16	Asb16
ASB17	Asb17
ASB18	Asb18
ASB1	Asb1
ASB2	Asb2
ASB3	Asb3
ASB4	Asb4
ASB5	Asb5
ASB6	Asb6
ASB7	Asb7
ASB8	Asb8
ASB9	Asb9
ASCC1	Ascc1
ASCC2	Ascc2
ASCC3	Ascc3
ASCC3L1	Ascc3l1
ASCL1	Ascl1
ASCL2	Ascl2
ASCL3	Ascl3
ASCL4	Ascl4
ASCL5	Ascl5
ASF1A	Asf1a
ASF1B	Asf1b
ASGR1	Asgr1
ASGR2	Asgr2
ASH1L	Ash1l
ASH2L	Ash2l
ASIC1	Accn2
ASIC2	Accn1
ASIC3	Accn3
ASIC4	Accn4
ASIC5	Accn5
ASIP	a
ASL	Asl
ASNA1	Asna1
ASNS	Asns
ASNSD1	Asnsd1
ASPA	Aspa
ASPDH	Aspdh
ASPG	Aspg
ASPH	Asph
ASPHD1	Asphd1
ASPHD2	Asphd2
ASPM	Aspm
ASPN	Aspn
ASPRV1	Asprv1
ASPSCR1	Aspscr1
ASRGL1	Asrgl1
ASS1	Ass1
ASTE1	Aste1
ASTL	Astl
ASTN1	Astn1
ASTN2	Astn2
ASUN	4933424B01Rik
ASXL1	Asxl1
ASXL2	Asxl2
ASXL3	Asxl3
ASZ1	Asz1
ATAD1	Atad1
ATAD2	Atad2
ATAD2B	Atad2b
ATAD3A	Atad3a
ATAD4	Atad4
ATAD5	Atad5
ATAT1	Atat1
ATBF1	Atbf1
ATCAY	Atcay
ATE1	Ate1
ATF1	Atf1
ATF2	Atf2
ATF3	Atf3
ATF4	Atf4
ATF5	Atf5
ATF6	Atf6
ATF6B	Atf6b
ATF7	Atf7
ATF7IP2	Atf7ip2
ATF7IP	Atf7ip
ATG10	Atg10
ATG12	Atg12
ATG13	Atg13
ATG14	Atg14
ATG16L1	Atg16l1
ATG16L2	Atg16l2
ATG2A	Atg2a
ATG2B	Atg2b
ATG3	Atg3
ATG4A	Atg4a
ATG4B	Atg4b
ATG4C	Atg4c
ATG4D	Atg4d
ATG5	Atg5
ATG7	Atg7
ATG9A	Atg9a
ATG9B	Atg9b
ATHL1	Athl1
ATIC	Atic
ATL1	Atl1
ATL2	Atl2
ATL3	Atl3
ATM	Atm
ATMIN	Atmin
ATN1	Atn1
ATOH1	Atoh1
ATOH7	Atoh7
ATOH8	Atoh8
ATOX1	Atox1
ATP10A	Atp10a
ATP10B	Atp10b
ATP10D	Atp10d
ATP11A	Atp11a
ATP11B	Atp11b
ATP11C	Atp11c
ATP12A	Atp12a
ATP13A1	Atp13a1
ATP13A2	Atp13a2
ATP13A3	Atp13a3
ATP13A4	Atp13a4
ATP13A5	Atp13a5
ATP1A1	Atp1a1
ATP1A2	Atp1a2
ATP1A3	Atp1a3
ATP1A4	Atp1a4
ATP1B1	Atp1b1
ATP1B2	Atp1b2
ATP1B3	Atp1b3
ATP1B4	Atp1b4
ATP2A1	Atp2a1
ATP2A2	Atp2a2
ATP2A3	Atp2a3
ATP2B1	Atp2b1
ATP2B2	Atp2b2
ATP2B3	Atp2b3
ATP2B4	Atp2b4
ATP2C1	Atp2c1
ATP2C2	1810010G06Rik
ATP4A	Atp4a
ATP4B	Atp4b
ATP5A1	Atp5a1
ATP5B	Atp5b
ATP5C1	Atp5c1
ATP5D	Atp5d
ATP5E	Atp5e
ATP5F1	Atp5f1
ATP5G1	Atp5g1
ATP5G2	Atp5g2
ATP5G3	Atp5g3
ATP5H	Atp5h
ATP5I	Atp5k
ATP5J2	Atp5j2
ATP5J2-PTCD1	Ptcd1
ATP5J	Atp5j
ATP5L	Atp5l
ATP5O	Atp5o
ATP5S	Atp5s
ATP5SL	Atp5sl
ATP6AP1	Atp6ap1
ATP6AP1L	Atp6ap1l
ATP6AP2	Atp6ap2
ATP6	mt-Atp6
ATP6V0A1	Atp6v0a1
ATP6V0A2	Atp6v0a2
ATP6V0A4	Atp6v0a4
ATP6V0B	Atp6v0b
ATP6V0C	Atp6v0c
ATP6V0D1	Atp6v0d1
ATP6V0D2	Atp6v0d2
ATP6V0E1	Atp6v0e
ATP6V0E2	Atp6v0e2
ATP6V1A	Atp6v1a
ATP6V1B1	Atp6v1b1
ATP6V1B2	Atp6v1b2
ATP6V1C1	Atp6v1c1
ATP6V1C2	Atp6v1c2
ATP6V1D	Atp6v1d
ATP6V1E1	Atp6v1e1
ATP6V1E2	Atp6v1e2
ATP6V1F	Atp6v1f
ATP6V1G1	Atp6v1g1
ATP6V1G2	Atp6v1g2
ATP6V1G3	Atp6v1g3
ATP6V1H	Atp6v1h
ATP7A	Atp7a
ATP7B	Atp7b
ATP8A1	Atp8a1
ATP8A2	Atp8a2
ATP8B1	Atp8b1
ATP8B2	Atp8b2
ATP8B3	Atp8b3
ATP8B4	Atp8b4
ATP8B5P	Atp8b5
ATP8	mt-Atp8
ATP9A	Atp9a
ATP9B	Atp9b
ATPAF1-AS1	4930544O15Rik
ATPAF1	Atpaf1
ATPAF2	Atpaf2
ATPBD1B	Atpbd1b
ATPBD1C	Atpbd1c
ATPBD3	Atpbd3
ATPBD4	Atpbd4
ATPIF1	Atpif1
ATRAID	0610007C21Rik
ATR	Atr
ATRIP	Atrip
ATRN	Atrn
ATRNL1	Atrnl1
ATRX	Atrx
ATXN10	Atxn10
ATXN1	Atxn1
ATXN1L	Atxn1l
ATXN2	Atxn2
ATXN2L	Atxn2l
ATXN3	Atxn3
ATXN7	Atxn7
ATXN7L1	Atxn7l1
ATXN7L2	Atxn7l2
ATXN7L3	Atxn7l3
ATXN7L3B	Atxn7l3b
ATXN7L4	Atxn7l4
ATXN8OS	Atxn8os
AUH	Auh
AUP1	Aup1
AURKA	Aurka
AURKAIP1	Aurkaip1
AURKB	Aurkb
AURKC	Aurkc
AUTS2	Auts2
AV718800	1810073H04Rik
AVEN	Aven
AVIL	Avil
AVL9	Avl9
AVP	Avp
AVPI1	Avpi1
AVPR1A	Avpr1a
AVPR1B	Avpr1b
AVPR2	Avpr2
AW183721	NM_146227
AW367653	Cd8b1
AW973537	V1rc3
AWAT1	Awat1
AWAT2	Awat2
AX747191	BC072620
AXDND1	9430070O13Rik
AXIN1	Axin1
AXIN2	Axin2
AXL	Axl
AXUD1	Axud1
AY129022	BC019586
AYTL1	Aytl1
AYTL2	Aytl2
AZGP1	Azgp1
AZI1	Azi1
AZI2	Azi2
AZIN1	Azin1
B2M	B2m
B3GALNT1	B3galnt1
B3GALNT2	B3galnt2
B3GALT1	B3galt1
B3GALT2	B3galt2
B3GALT4	B3galt4
B3GALT5	B3galt5
B3GALT6	B3galt6
B3GALTL	B3galtl
B3GAT1	B3gat1
B3GAT2	B3gat2
B3GAT3	B3gat3
B3GNT1	B3gnt1
B3GNT2	B3gnt2
B3GNT3	B3gnt3
B3GNT4	B3gnt4
B3GNT5	B3gnt5
B3GNT6	B3gnt6
B3GNT7	B3gnt7
B3GNT8	B3gnt8
B3GNT9	B3gnt9-ps
B3GNTL1	6030413G23Rik
B4GALNT1	B4galnt1
B4GALNT2	B4galnt2
B4GALNT3	B4galnt3
B4GALNT4	B4galnt4
B4GALT1	B4galt1
B4GALT2	B4galt2
B4GALT3	B4galt3
B4GALT4	B4galt4
B4GALT5	B4galt5
B4GALT6	B4galt6
B4GALT7	B4galt7
B9D1	B9d1
B9D2	B9d2
BAALC	Baalc
BAAT	Baat
BABAM1	5430437P03Rik
BACE1	Bace1
BACE2	Bace2
BACH1	Bach1
BACH2	Bach2
BAD	Bad
BAG1	Bag1
BAG2	Bag2
BAG3	Bag3
BAG4	Bag4
BAG5	Bag5
BAG6	Bag6
BAHCC1	Bahcc1
BAHD1	Bahd1
BAI1	Bai1
BAI2	Bai2
BAI3	Bai3
BAIAP2	Baiap2
BAIAP2L1	Baiap2l1
BAIAP2L2	Baiap2l2
BAIAP3	Baiap3
BAK1	Bak1
BAMBI	Bambi
BANF1	Banf1
BANF2	Banf2
BANK1	Bank1
BANP	Banp
BAP1	Bap1
BAPX1	Bapx1
BARD1	Bard1
BARHL1	Barhl1
BARHL2	Barhl2
BARX1	Barx1
BARX2	Barx2
BASP1	Basp1
BAT1	Bat1a
BAT2D1	Bat2d
BAT4	Bat4
BATF2	Batf2
BATF3	Batf3
BATF	Batf
BAX	Bax
BAZ1A	Baz1a
BAZ1B	Baz1b
BAZ2A	Baz2a
BAZ2B	Baz2b
BBC3	Bbc3
BBOX1	Bbox1
BBS10	Bbs10
BBS12	Bbs12
BBS1	Bbs1
BBS2	Bbs2
BBS4	Bbs4
BBS5	Bbs5
BBS7	Bbs7
BBS9	Bbs9
BBX	Bbx
BC002770	BC060632
BC006127	C030027H14Rik
BC006136	D630004A14Rik
BC007901	AW548124
BC008215	A130075O10Rik
BC012029	D830007B15Rik
BC012203	1700021P22Rik
BC012476	1300007F04Rik
BC016876	4833427G06Rik
BC016930	2310061J03Rik
BC017488	1110032O16Rik
BC017590	Dnajb3
BC019904	R74862
BC020812	9430067K14Rik
BC021680	Gm94
BC022570	C030019I05Rik
BC024931	2410146L05Rik
BC028914	Plekha8
BC030122	MMT00038636
BC030713	6720416L17Rik
BC031288	BC038925
BC031660	1110032F04Rik
BC031884	MMT00036147
BC031926	4932418E24Rik
BC032242	mCT123331
BC032909	MMT00003358
BC034971	4930524B15Rik
BC035180	4930434J08Rik
BC035737	D630023F18Rik
BC035742	1700022P22Rik
BC036043	4930415O20Rik
BC036297	4930412O13Rik
BC036312	D330045E12Rik
BC036509	Adipoq
BC037533	NM_177837
BC037827	MMT00014548
BC037838	B230337E12Rik
BC038357	1700010C24Rik
BC038512	MMT00060365
BC038775	MMT00037357
BC038793	4930515G01Rik
BC039379	MMT00019285
BC040219	2610316D01Rik
BC040420	Ctxn1
BC040616	D930032P07Rik
BC040874	6820424L24Rik
BC040991	1110029I05Rik
BC041380	6330403M23Rik
BC041405	D930023J12Rik
BC044793	4930431L04Rik
BC047459	Tlr11
BC067904	2700038N03Rik
BC073889	Lgals9
BCAM	Bcam
BCAN	Bcan
BCAP29	Bcap29
BCAP31	Bcap31
BCAR1	Bcar1
BCAR3	Bcar3
BCAS1	Bcas1
BCAS2	Bcas2
BCAS3	Bcas3
BCAT1	Bcat1
BCAT2	Bcat2
BCCIP	Bccip
BCDIN3	Bcdin3
BCDIN3D	Bcdin3d
BCDO2	Bcdo2
BCHE	Bche
BCKDHA	Bckdha
BCKDHB	Bckdhb
BCKDK	Bckdk
BCL10	Bcl10
BCL11A	Bcl11a
BCL11B	Bcl11b
BCL2A1	Bcl2a1a
BCL2	Bcl2
BCL2L10	Bcl2l10
BCL2L11	Bcl2l11
BCL2L12	Bcl2l12
BCL2L13	Bcl2l13
BCL2L14	Bcl2l14
BCL2L15	Bcl2l15
BCL2L1	Bcl2l1
BCL2L2	Bcl2l2
BCL3	Bcl3
BCL6B	Bcl6b
BCL6	Bcl6
BCL7A	Bcl7a
BCL7B	Bcl7b
BCL7C	Bcl7c
BCL9	Bcl9
BCL9L	Bcl9l
BCLAF1	Bclaf1
BCMO1	Bcmo1
BCO2	Bco2
BCOR	Bcor
BCORL1	Bcorl1
BCR	Bcr
BCS1L	Bcs1l
BDH1	Bdh1
BDH2	Bdh2
BDKRB1	Bdkrb1
BDKRB2	Bdkrb2
BDNF	Bdnf
BDP1	Bdp1
BEAN1	Bean1
BECN1	Becn1
BEGAIN	Begain
BEND3	Bend3
BEND4	Bend4
BEND5	Bend5
BEND6	Bend6
BEND7	Bend7
BEST1	Best1
BEST2	Best2
BEST3	Best3
BEST4	Best4-ps
BET1	Bet1
BET1L	Bet1l
BET3L	Bet3l
BEX1	Bex1
BEX2	Bex2
BEX4	Bex4
BF196512	9430067K14Rik
BF360149	Olfr1364
BF959359	6330532G10Rik
BFAR	Bfar
BFSP1	Bfsp1
BFSP2	Bfsp2
BGLAP	Bglap1
BGN	Bgn
BHLHA15	Bhlha15
BHLHA9	Bhlha9
BHLHB2	Bhlhb2
BHLHB4	Bhlhb4
BHLHB5	Bhlhb5
BHLHB8	Bhlhb8
BHLHB9	Bhlhb9
BHLHE22	Bhlhe22
BHLHE23	Bhlhe23
BHLHE40	Bhlhe40
BHLHE41	Bhlhe41
BHMT2	Bhmt2
BHMT	Bhmt
BICC1	Bicc1
BICD1	Bicd1
BICD2	Bicd2
BID	Bid
BIK	Bik
BIN1	Bin1
BIN2	Bin2
BIN3	Bin3
BIRC1	Birc1b
BIRC2	Birc2
BIRC3	Birc3
BIRC4	Birc4
BIRC5	Birc5
BIRC6	Birc6
BIRC7	Birc7
BIVM	Bivm
BLCAP	Blcap
BLK	Blk
BLM	Blm
BLMH	Blmh
BLNK	Blnk
BLOC1S1	Bloc1s1
BLOC1S2	Bloc1s2
BLOC1S3	Bloc1s3
BLOC1S4	Bloc1s4
BLOC1S5	Bloc1s5
BLOC1S6	Bloc1s6
BLR1	Blr1
BLVRA	Blvra
BLVRB	Blvrb
BLZF1	Blzf1
BMF	Bmf
BMI1	Bmi1
BMP10	Bmp10
BMP15	Bmp15
BMP1	Bmp1
BMP2	Bmp2
BMP2K	Bmp2k
BMP3	Bmp3
BMP4	Bmp4
BMP5	Bmp5
BMP6	Bmp6
BMP7	Bmp7
BMP8A	Bmp8a
BMP8B	Bmp8b
BMPER	Bmper
BMPR1A	Bmpr1a
BMPR1B	Bmpr1b
BMPR2	Bmpr2
BMS1	Bms1
BMS1L	Bms1l
BMX	Bmx
BNC1	Bnc1
BNC2	Bnc2
BNIP1	Bnip1
BNIP2	Bnip2
BNIP3	Bnip3
BNIP3L	Bnip3l
BNIPL	Bnipl
BOC	Boc
BOD1	Bod1
BOD1L1	Bod1l
BOD1L2	Gm7843
BOK	Bok
BOLA1	Bola1
BOLA2	Bola2
BOLA3	Bola3
BOLL	Boll
BOP1	Bop1
BORA	6720463M24Rik
BPGM	Bpgm
BPHL	Bphl
BPI	Bpi
BPIFA1	Bpifa1
BPIFA2	Bpifa2
BPIFA3	Bpifa3
BPIFB1	Bpifb1
BPIFB2	Bpifb2
BPIFB3	Bpifb3
BPIFB4	Bpifb4
BPIFB6	Bpifb6
BPIFB9P	Bpifb9a
BPIFC	Bpifc
BPIL1	Bpil1
BPIL2	Bpil2
BPIL3	Bpil3
BPNT1	Bpnt1
BPTF	Bptf
BRAF	Braf
BRAP	Brap
BRAT1	Baat1
BRCA1	Brca1
BRCA2	Brca2
BRCC3	Brcc3
BRD1	Brd1
BRD2	Brd2
BRD3	Brd3
BRD4	Brd4
BRD7	Brd7
BRD8	Brd8
BRD9	AL022779
BRDT	Brdt
BRE	Bre
BRF1	Brf1
BRF2	Brf2
BRI3BP	Bri3bp
BRI3	Bri3
BRIP1	Brip1
BRIX1	Brix1
BRK1	6720456B07Rik
BRMS1	Brms1
BRMS1L	Brms1l
BROX	Brox
BRP44	Brp44
BRP44L	Brp44l
BRPF1	Brpf1
BRPF3	Brpf3
BRS3	Brs3
BRSK1	Brsk1
BRSK2	Brsk2
BRUNOL4	Brunol4
BRUNOL6	Brunol6
BRWD1	Brwd1
BRWD2	Brwd2
BRWD3	Brwd3
BSCL2	Bscl2
BSDC1	Bsdc1
BSG	AI325538
BSN	Bsn
BSND	Bsnd
BSPH1	Bsph1
BSPRY	Bspry
BST1	Bst1
BST2	Bst2
BSX	Bsx
BTAF1	Btaf1
BTBD10	Btbd10
BTBD11	Btbd11
BTBD12	Btbd12
BTBD14A	Btbd14a
BTBD14B	Btbd14b
BTBD16	Btbd16
BTBD17	Btbd17
BTBD18	Gm13718
BTBD19	Btbd19
BTBD1	Btbd1
BTBD2	Btbd2
BTBD3	Btbd3
BTBD5	Btbd5
BTBD6	Btbd6
BTBD7	Btbd7
BTBD8	Btbd8
BTBD9	Btbd9
BTC	Btc
BTD	Btd
BTF3	Btf3
BTF3L4	Btf3l4
BTG1	Btg1
BTG2	Btg2
BTG3	Btg3
BTG4	Btg4
BTK	Btk
BTLA	Btla
BTN1A1	Btn1a1
BTN2A2	Btn2a2
BTN3A2	Btnl4
BTNL10	Btnl10
BTNL2	Btnl2
BTNL3	Btnl1
BTNL9	Btnl9
BTRC	Btrc
BUB1B	Bub1b
BUB1	Bub1
BUB3	Bub3
BUD13	Bud13
BUD31	Bud31
BVES	Bves
BX092137	2900092D14Rik
BX105859	mCT53286
BX110412	Nr1h5
BXDC1	Bxdc1
BXDC2	Bxdc2
BXDC5	Bxdc5
BYSL	Bysl
BZRAP1	Bzrap1
BZRPL1	Bzrpl1
BZW1	Bzw1
BZW2	Bzw2
C10orf104	D10Ertd641e
C10orf105	Gm17455
C10orf107	1700040L02Rik
C10orf10	8430408G22Rik
C10orf11	1700112E06Rik
C10orf114	A930004D18Rik
C10orf118	A630007B06Rik
C10orf119	1110007A13Rik
C10orf120	4933402N03Rik
C10orf122	4930404H21Rik
C10orf127	C230095G01Rik
C10orf128	1810011H11Rik
C10orf12	Gm340
C10orf130	XM_357082
C10orf132	4933417O08Rik
C10orf13	2610306H15Rik
C10orf137	2700050L05Rik
C10orf18	BC016423
C10orf22	Gm237
C10orf26	D19Wsu162e
C10orf27	1700021K02Rik
C10orf28	D19Ertd386e
C10orf2	Peo1
C10orf30	E130319B15Rik
C10orf32	2010012O05Rik
C10orf35	2010107G23Rik
C10orf38	9630050M13Rik
C10orf4	5730455O13Rik
C10orf46	2700078E11Rik
C10orf47	5430407P10Rik
C10orf49	1110017I16Rik
C10orf53	1700024G13Rik
C10orf54	4632428N05Rik
C10orf56	2310047A01Rik
C10orf57	D14Ertd449e
C10orf58	5730469M10Rik
C10orf59	6530404N21Rik
C10orf61	4930521E07Rik
C10orf62	4933411K16Rik
C10orf63	4933434I06Rik
C10orf65	0610010D20Rik
C10orf67	4921504E06Rik
C10orf71	3425401B19Rik
C10orf72	E130203B14Rik
C10orf73	4922501K12Rik
C10orf76	9130011E15Rik
C10orf78	6330577E15Rik
C10orf7	G431001I09Rik
C10orf80	Gm969
C10orf81	9930023K05Rik
C10orf82	1700019N19Rik
C10orf83	BC023055
C10orf84	D19Ertd737e
C10orf86	2410003A14Rik
C10orf88	2310057M21Rik
C10orf89	Pstk
C10orf90	D7Ertd443e
C10orf92	E030019B06Rik
C10orf93	9330101J02Rik
C10orf9	5730405I09Rik
C10orf96	1700011F14Rik
C10orf97	2310047O13Rik
C10orf99	2610528A11Rik
C11orf10	1810006K21Rik
C11orf1	1110032A03Rik
C11orf11	Nt5dc3
C11orf16	BC051019
C11orf17	D930014E17Rik
C11orf20	1700019N12Rik
C11orf2	1110014N23Rik
C11orf24	1810055G02Rik
C11orf30	2210018M11Rik
C11orf31	2700094K13Rik
C11orf34	1600029D21Rik
C11orf35	1600016N20Rik
C11orf36	Mrgprg
C11orf37	EG666539
C11orf41	D430041D05Rik
C11orf42	Gm5901
C11orf46	2700007P21Rik
C11orf48	1810009A15Rik
C11orf49	1110051M20Rik
C11orf51	3200002M19Rik
C11orf52	2310030G06Rik
C11orf53	1810046K07Rik
C11orf54	4931406C07Rik
C11orf56	4632419K20Rik
C11orf57	AU019823
C11orf58	1110004F10Rik
C11orf59	2400001E08Rik
C11orf60	1500035H01Rik
C11orf61	BC024479
C11orf63	4931429I11Rik
C11orf65	4930550C14Rik
C11orf67	1810020D17Rik
C11orf68	AI837181
C11orf70	9230110C19Rik
C11orf71	EG434402
C11orf73	0610007P06Rik
C11orf74	B230118H07Rik
C11orf75	BC017612
C11orf77	D230010M03Rik
C11orf82	4632434I11Rik
C11orf83	AI462493
C11orf84	AI846148
C11orf85	1700123I01Rik
C11orf86	2010003K11Rik
C11orf87	AI593442
C11orf88	4833427G06Rik
C11orf89	Gm14492
C11orf91	A930018P22Rik
C11orf92	2010007H06Rik
C11orf93	Gm684
C11orf94	1700029I15Rik
C11orf95	2700081O15Rik
C11orf96	Gm13889
C11orf9	Gm98
C12orf10	Myg1
C12orf11	4933424B01Rik
C12orf12	4921510H08Rik
C12orf22	BC035295
C12orf23	AI597468
C12orf24	1500011H22Rik
C12orf25	EG545136
C12orf26	BC067068
C12orf29	4930430F08Rik
C12orf30	C330023M02Rik
C12orf31	1190005P17Rik
C12orf32	5930416I19Rik
C12orf34	BC057022
C12orf35	2810474O19Rik
C12orf38	4432405B04Rik
C12orf39	B230216G23Rik
C12orf40	CN725425
C12orf41	2310037I24Rik
C12orf42	1700113H08Rik
C12orf43	2210016L21Rik
C12orf44	9430023L20Rik
C12orf45	D10Wsu102e
C12orf46	1810033M07Rik
C12orf48	4930547N16Rik
C12orf49	2410131K14Rik
C12orf4	D6Wsu163e
C12orf50	1700017N19Rik
C12orf52	1110008J03Rik
C12orf53	C530028O21Rik
C12orf54	1700031M16Rik
C12orf55	4930485B16Rik
C12orf56	1500017I17Rik
C12orf57	Grcc10
C12orf5	9630033F20Rik
C12orf59	D630042F21Rik
C12orf60	BC049715
C12orf62	2310016M24Rik
C12orf65	2810006K23Rik
C12orf66	BC048403
C12orf68	AI836003
C12orf69	C030030A07Rik
C12orf70	1700023A16Rik
C12orf71	1700034J05Rik
C12orf73	1190007I07Rik
C12orf75	1500009L16Rik
C13orf16	1700018L24Rik
C13orf1	6330409N04Rik
C13orf18	5031414D18Rik
C13orf21	2810032E02Rik
C13orf23	2810046L04Rik
C13orf24	D14Ertd581e
C13orf26	4930588N13Rik
C13orf27	1700029F09Rik
C13orf28	1700016D06Rik
C13orf30	AU021034
C13orf31	9030625A04Rik
C13orf33	6330406I15Rik
C13orf34	6720463M24Rik
C13orf7	2610206B13Rik
C13orf8	D8Ertd457e
C14orf100	1200003C05Rik
C14orf101	6720456H20Rik
C14orf102	BC002230
C14orf103	2410024A21Rik
C14orf104	1110034A24Rik
C14orf10	4930511A21Rik
C14orf105	1700011H14Rik
C14orf1	0610007P14Rik
C14orf106	C79407
C14orf108	4932432K03Rik
C14orf109	D230037D09Rik
C14orf11	1810011O16Rik
C14orf112	1810020G14Rik
C14orf118	1700020O03Rik
C14orf119	1700123O20Rik
C14orf121	BC036313
C14orf122	1500005A01Rik
C14orf125	D930036F22Rik
C14orf126	6530401N04Rik
C14orf129	4933433P14Rik
C14orf130	5730410I19Rik
C14orf131	2810455K09Rik
C14orf132	D430019H16Rik
C14orf133	AI413782
C14orf139	MMT00003753
C14orf140	2810002I04Rik
C14orf142	AK010878
C14orf143	2610021K21Rik
C14orf145	4930534B04Rik
C14orf147	1110002B05Rik
C14orf148	4933437F05Rik
C14orf149	2810055F11Rik
C14orf152	EG544888
C14orf153	2810002N01Rik
C14orf155	MMT00082722
C14orf156	1810035L17Rik
C14orf159	9030617O03Rik
C14orf161	4932415G16Rik
C14orf164	Gm10332
C14orf166	2700060E02Rik
C14orf166B	Gm6772
C14orf169	2410016O06Rik
C14orf172	6720458F09Rik
C14orf173	2610204M08Rik
C14orf174	Gm263
C14orf176	G630016D24Rik
C14orf179	1700019E19Rik
C14orf180	A530016L24Rik
C14orf21	2610027L16Rik
C14orf2	2010107E04Rik
C14orf24	1700047I17Rik
C14orf25	4921506M07Rik
C14orf28	Gm527
C14orf32	C130032J12Rik
C14orf37	3632451O06Rik
C14orf38	4930403N07Rik
C14orf39	4930447C04Rik
C14orf43	C130039O16Rik
C14orf44	9830169C18Rik
C14orf45	2900006K08Rik
C14orf4	6430527G18Rik
C14orf46	5830457H20Rik
C14orf49	4831426I19Rik
C14orf50	Gm70
C14orf54	4921509E07Rik
C14orf58	BC011209
C14orf65	B930036G03Rik
C14orf73	1200009I06Rik
C14orf78	AI450948
C14orf79	BC022687
C14orf80	4930427A07Rik
C14orf83	6330442E10Rik
C14orf8	Gm77
C14orf93	4931414P19Rik
C14orf94	D14Ertd500e
C15orf15	BC003885
C15orf17	2310046O06Rik
C15orf20	AI449441
C15orf23	D2Ertd750e
C15orf24	2900064A13Rik
C15orf26	1700026D08Rik
C15orf27	AI118078
C15orf29	2410042D21Rik
C15orf32	4930432H15Rik
C15orf33	4930525F21Rik
C15orf38	2610034B18Rik
C15orf39	1700017B05Rik
C15orf40	3110040N11Rik
C15orf41	BC052040
C15orf42	5730590G19Rik
C15orf43	4933406J08Rik
C15orf44	2010321M09Rik
C15orf48	AA467197
C15orf52	A430105I19Rik
C15orf55	BC125332
C15orf57	Ccdc32
C15orf59	6030419C18Rik
C15orf60	2410076I21Rik
C15orf61	2300009A05Rik
C15orf62	Gm14137
C15orf63	2310003F16Rik
C16orf13	0610011F06Rik
C16orf24	BC008155
C16orf28	Unkl
C16orf30	BC054438
C16orf33	3300001G02Rik
C16orf34	D17Ertd441e
C16orf35	Mare
C16orf42	0610007P22Rik
C16orf44	BC025816
C16orf45	2900011O08Rik
C16orf46	1700030J22Rik
C16orf48	E130303B06Rik
C16orf50	Gm770
C16orf51	4432406C05Rik
C16orf52	BC030336
C16orf53	2900092E17Rik
C16orf54	AI467606
C16orf55	4732415M23Rik
C16orf5	5730403B10Rik
C16orf57	AA960436
C16orf58	BC017158
C16orf59	1600002H07Rik
C16orf61	2310061C15Rik
C16orf62	9030624J02Rik
C16orf63	0610037P05Rik
C16orf68	BC024814
